Ссылка на товар	Ссылка на картинку	Хлебные крошки	Название	Артикул	Цена	Оффер для цены	Описание
https://goldapple.ru/10064-80280600008-omnia-crystalline	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/8/783320922169_1_cgleu30uti4w00un.jpg	Главная	BVLGARI omnia crystalline	80280600008	3 618 ₽	Со скидкой 40%	Туалетная вода Bvlgari Omnia Crystalline по форме и по содержанию напоминает драгоценное ювелирное произведение. Она обольщает своей свежестью и гармоничным сочетанием. Композиция туалетной воды нежная и игривая. Она создана для женщин, которые по-настоящему знают силу своей женственности и красоты. Показать чувственность и внутреннюю силу женщины может лишь Omnia Crystalline своим тонким ароматом цветков лотоса и удового дерева. Аккорды экзотического бамбука, груши и мускуса волнуют обворожительными прикосновениями роскоши и тайны. Парфюмы от Bvlgari известны не только изысканными ароматами, но и истинной неповторимостью и уникальностью.
https://goldapple.ru/10064-80280600008-omnia-crystalline#sku=80280600009	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/8/783320922169_1_cgleu30uti4w00un.jpg	Главная	BVLGARI omnia crystalline	80280600009	4 452 ₽	Со скидкой 40%	Туалетная вода Bvlgari Omnia Crystalline по форме и по содержанию напоминает драгоценное ювелирное произведение. Она обольщает своей свежестью и гармоничным сочетанием. Композиция туалетной воды нежная и игривая. Она создана для женщин, которые по-настоящему знают силу своей женственности и красоты. Показать чувственность и внутреннюю силу женщины может лишь Omnia Crystalline своим тонким ароматом цветков лотоса и удового дерева. Аккорды экзотического бамбука, груши и мускуса волнуют обворожительными прикосновениями роскоши и тайны. Парфюмы от Bvlgari известны не только изысканными ароматами, но и истинной неповторимостью и уникальностью.
https://goldapple.ru/10207048-bal-d-afrique	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/3/7340032806038_1.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	BYREDO bal d'afrique	26730600002	17 640 ₽	 	Ревущие двадцатые годы… В знаменитом Мулен Руж жарче, чем в самой Африке, ведь на сцене Жозефина Бейкер! Черная жемчужина, танцующая богиня, ставшая символом эпохи! Воплощение самых смелых мужских фантазий. Bal d’Afrique – страстная смесь теплых и романтических нот ветивера, навеянная образом Парижа конца 20-х годов, африканской культурой, искусством, музыкой и танцами. Парижский авангард и африканская культура создают странное, полное энергии и страстей сочетание. Композиция: бергамот, лимон, нероли, африканская календула, фиалка, лепестки жасмина, цикламен, черный янтарь, мускус, ветивер, марроканский кедр.
https://goldapple.ru/10207048-bal-d-afrique#sku=26730600001	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/3/7340032806038_1.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	BYREDO bal d'afrique	26730600001	24 730 ₽	 	Ревущие двадцатые годы… В знаменитом Мулен Руж жарче, чем в самой Африке, ведь на сцене Жозефина Бейкер! Черная жемчужина, танцующая богиня, ставшая символом эпохи! Воплощение самых смелых мужских фантазий. Bal d’Afrique – страстная смесь теплых и романтических нот ветивера, навеянная образом Парижа конца 20-х годов, африканской культурой, искусством, музыкой и танцами. Парижский авангард и африканская культура создают странное, полное энергии и страстей сочетание. Композиция: бергамот, лимон, нероли, африканская календула, фиалка, лепестки жасмина, цикламен, черный янтарь, мускус, ветивер, марроканский кедр.
https://goldapple.ru/19760322098-bitter-peach	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/888066114325_1_k6x03u2oqpewctbi.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	TOM FORD bitter peach	19760322098	27 300 ₽	 	«Откровенно сладкий, темный и роскошный аромат Bitter Peach накрывает волной таинственной, обволакивающей чувственности. Он напоминает спелый и сочный фрукт, перед соблазнительным ароматом которого невозможно устоять», — ТОМ ФОРД. Tom Ford представляет новый аромат в коллекции Private Blend. Bitter Peach — это роскошный соблазнительный нектар из самых спелых, головокружительно сладких фруктов с манящим ароматом. Опьяняющая фруктово-цветочная композиция открывается аппетитными сладкими нотами персика, выросшего среди виноградников, и масла красного сицилийского апельсина. Острота пряного масла кардамона как будто вызывает ощущение сочной и спелой мякоти на языке. В чувственном сердце аромата горькие ноты гелиотропа и масла полыни переплетаются с головокружительными оттенками абсолюта рома и коньячного масла. Звучание абсолюта арабского жасмина подталкивает к беззастенчивому изучению своих желаний. Роскошное сочетание абсолюта сандалового дерева, бензоиновой смолы и кашмерана делают шлейф более насыщенным и выразительным. С нотами ванили, абсолюта бобов тонка и масла индонезийского пачули Bitter Peach не теряет своей соблазнительности. Изысканный дизайн флаконов Tom Ford Bitter Peach продуман до мельчайших деталей. Изнутри флакон объемом 50 мл покрыт перламутровым лаком, а снаружи выполнен из полупрозрачного стекла нежного оттенка. Флакон подчеркивает насыщенность и многогранность композиции и манит прикоснуться к миру сладких и соблазнительных ароматов. Оттенок флакона навеян разнообразными оттенками мякоти персика и винтажными цветными стеклами.
https://goldapple.ru/82705-good-girl	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/4/8411061823514_1_wemavjacpl1zinhu.jpg	Главная	CAROLINA HERRERA good girl	24863300003	2 910 ₽	Со скидкой 50%	Парфюмерная вода Carolina Herrera Good Girl — элитный восточный аромат, заключенный в оригинальный флакон в виде изысканной черной туфельки. Идеальное воплощение восточного шарма, загадочности и недосягаемой притягательности. Начальная нота Good Girl — ароматный, страстный запах кофе и нежный миндаль, нота сердца — цветочные запахи жасмин самбак и бархатная тубероза, завершает композицию парфюмерной воды какао и пряные бобы тонка. Для истинных ценительниц восточных запахов бренд Carolina Herrera создал только им присущий тягучий, яркий, и в то же время деликатный аромат.
https://goldapple.ru/82705-good-girl#sku=24863300002	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/4/8411061823514_1_wemavjacpl1zinhu.jpg	Главная	CAROLINA HERRERA good girl	24863300002	4 240 ₽	Со скидкой 50%	Парфюмерная вода Carolina Herrera Good Girl — элитный восточный аромат, заключенный в оригинальный флакон в виде изысканной черной туфельки. Идеальное воплощение восточного шарма, загадочности и недосягаемой притягательности. Начальная нота Good Girl — ароматный, страстный запах кофе и нежный миндаль, нота сердца — цветочные запахи жасмин самбак и бархатная тубероза, завершает композицию парфюмерной воды какао и пряные бобы тонка. Для истинных ценительниц восточных запахов бренд Carolina Herrera создал только им присущий тягучий, яркий, и в то же время деликатный аромат.
https://goldapple.ru/82705-good-girl#sku=24863300001	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/4/8411061823514_1_wemavjacpl1zinhu.jpg	Главная	CAROLINA HERRERA good girl	24863300001	5 505 ₽	Со скидкой 50%	Парфюмерная вода Carolina Herrera Good Girl — элитный восточный аромат, заключенный в оригинальный флакон в виде изысканной черной туфельки. Идеальное воплощение восточного шарма, загадочности и недосягаемой притягательности. Начальная нота Good Girl — ароматный, страстный запах кофе и нежный миндаль, нота сердца — цветочные запахи жасмин самбак и бархатная тубероза, завершает композицию парфюмерной воды какао и пряные бобы тонка. Для истинных ценительниц восточных запахов бренд Carolina Herrera создал только им присущий тягучий, яркий, и в то же время деликатный аромат.
https://goldapple.ru/19000010843-my-way-intense	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614273348485_1_eeaklsiaynsoo9lg.jpg	Главная/парфюмерия/женские ароматы	GIORGIO ARMANI my way intense	19000010843	12 680 ₽	 	Аромат MY WAY, появившийся в 2020 году, стал воплощением нового понимания женственности — глубокой, сложной и при этом пронизанной духом свободы. В 2021 году Giorgio Armani создает новую главу в истории MY WAY — аромат MY WAY INTENSE, еще более насыщенную, роскошную интерпретацию фирменных цветочных нот оригинального аромата, которая призывает всех нас жить полной, насыщенной жизнью. MY WAY INTENSE словно чувственный талисман: его насыщенный аромат делает каждую встречу и каждое событие в жизни еще более яркими и незабываемыми. MY WAY INTENSE открывается яркими, сияющими верхними нотами бергамота из Калабрии и флердоранжа из Египта. В сердце аромата таятся два абсолю сердца туберозы, созданные из цветов, которые вручную собирают в индийском районе Майсур. Тубероза звучит в дуэте с экстрактом крупноцветного жасмина, который также собирается в Индии и является эксклюзивным ингредиентом Giorgio Armani. В свою очередь, базовые ноты MY WAY INTENSE рождают чувственный шлейф. Сандаловое дерево с его выразительным сливочным звучанием объединяется с экстрактом бурбонской ванили высочайшего качества. Теплые базовые ноты превращают аромат MY WAY INTENSE в настоящий талисман: он придаст бодрость духа в любом путешествии и напомнит о пережитых впечатлениях.
https://goldapple.ru/26723600009-good-girl-gone-bad-by-kilian	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3700550218197_1_1yawgomdj2fawe3g.jpg	Главная/для мужчин/парфюмерия/нишевая парфюмерия	KILIAN good girl gone bad by kilian	26723600009	23 500 ₽	 	Good Girl Gone Bad - настоящий вихрь смелых фруктовых ароматов в райском саду добра и зла. Одновременно невинный и чувственный, аромат открывается абрикосовыми нотами абсолюта осман уса, флердоранжа и абсолюта майских роз.
https://goldapple.ru/10011-19000010841-my-way-intense#sku=19000010842	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614273347846_1_mq6xixx7ajfe7yt9.jpg	Главная/парфюмерия/женские ароматы	GIORGIO ARMANI my way intense	19000010842	6 880 ₽	 	Аромат MY WAY, появившийся в 2020 году, стал воплощением нового понимания женственности — глубокой, сложной и при этом пронизанной духом свободы. В 2021 году Giorgio Armani создает новую главу в истории MY WAY — аромат MY WAY INTENSE, еще более насыщенную, роскошную интерпретацию фирменных цветочных нот оригинального аромата, которая призывает всех нас жить полной, насыщенной жизнью. MY WAY INTENSE словно чувственный талисман: его насыщенный аромат делает каждую встречу и каждое событие в жизни еще более яркими и незабываемыми. MY WAY INTENSE открывается яркими, сияющими верхними нотами бергамота из Калабрии и флердоранжа из Египта. В сердце аромата таятся два абсолю сердца туберозы, созданные из цветов, которые вручную собирают в индийском районе Майсур. Тубероза звучит в дуэте с экстрактом крупноцветного жасмина, который также собирается в Индии и является эксклюзивным ингредиентом Giorgio Armani. В свою очередь, базовые ноты MY WAY INTENSE рождают чувственный шлейф. Сандаловое дерево с его выразительным сливочным звучанием объединяется с экстрактом бурбонской ванили высочайшего качества. Теплые базовые ноты превращают аромат MY WAY INTENSE в настоящий талисман: он придаст бодрость духа в любом путешествии и напомнит о пережитых впечатлениях.
https://goldapple.ru/10011-19000010841-my-way-intense	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614273347846_1_mq6xixx7ajfe7yt9.jpg	Главная/парфюмерия/женские ароматы	GIORGIO ARMANI my way intense	19000010841	9 680 ₽	 	Аромат MY WAY, появившийся в 2020 году, стал воплощением нового понимания женственности — глубокой, сложной и при этом пронизанной духом свободы. В 2021 году Giorgio Armani создает новую главу в истории MY WAY — аромат MY WAY INTENSE, еще более насыщенную, роскошную интерпретацию фирменных цветочных нот оригинального аромата, которая призывает всех нас жить полной, насыщенной жизнью. MY WAY INTENSE словно чувственный талисман: его насыщенный аромат делает каждую встречу и каждое событие в жизни еще более яркими и незабываемыми. MY WAY INTENSE открывается яркими, сияющими верхними нотами бергамота из Калабрии и флердоранжа из Египта. В сердце аромата таятся два абсолю сердца туберозы, созданные из цветов, которые вручную собирают в индийском районе Майсур. Тубероза звучит в дуэте с экстрактом крупноцветного жасмина, который также собирается в Индии и является эксклюзивным ингредиентом Giorgio Armani. В свою очередь, базовые ноты MY WAY INTENSE рождают чувственный шлейф. Сандаловое дерево с его выразительным сливочным звучанием объединяется с экстрактом бурбонской ванили высочайшего качества. Теплые базовые ноты превращают аромат MY WAY INTENSE в настоящий талисман: он придаст бодрость духа в любом путешествии и напомнит о пережитых впечатлениях.
https://goldapple.ru/10011-19000010841-my-way-intense#sku=19000010840	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614273347846_1_mq6xixx7ajfe7yt9.jpg	Главная/парфюмерия/женские ароматы	GIORGIO ARMANI my way intense	19000010840	12 090 ₽	 	Аромат MY WAY, появившийся в 2020 году, стал воплощением нового понимания женственности — глубокой, сложной и при этом пронизанной духом свободы. В 2021 году Giorgio Armani создает новую главу в истории MY WAY — аромат MY WAY INTENSE, еще более насыщенную, роскошную интерпретацию фирменных цветочных нот оригинального аромата, которая призывает всех нас жить полной, насыщенной жизнью. MY WAY INTENSE словно чувственный талисман: его насыщенный аромат делает каждую встречу и каждое событие в жизни еще более яркими и незабываемыми. MY WAY INTENSE открывается яркими, сияющими верхними нотами бергамота из Калабрии и флердоранжа из Египта. В сердце аромата таятся два абсолю сердца туберозы, созданные из цветов, которые вручную собирают в индийском районе Майсур. Тубероза звучит в дуэте с экстрактом крупноцветного жасмина, который также собирается в Индии и является эксклюзивным ингредиентом Giorgio Armani. В свою очередь, базовые ноты MY WAY INTENSE рождают чувственный шлейф. Сандаловое дерево с его выразительным сливочным звучанием объединяется с экстрактом бурбонской ванили высочайшего качества. Теплые базовые ноты превращают аромат MY WAY INTENSE в настоящий талисман: он придаст бодрость духа в любом путешествии и напомнит о пережитых впечатлениях.
https://goldapple.ru/10063-26372100002-oud-wood#sku=26372100008	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/888066024082_1_ubiruxfgrwzgbwnq.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	TOM FORD oud wood	26372100008	11 500 ₽	 	Парфюмерная вода Tom Ford Oud Wood перенесет вас в пленительный и манящий восток. Смолисто-дымчатый аромат парфюмерной воды делает своего обладателя уверенным в себе и раскрепощённым. Верхнее благоухание парфюма включает в себя мотивы агара, палисандра и кардамона, чуть позже букет Oud Wood раскрывается в полной мере, и всплывают ноты сандалового дерева и коварного перца. Под конец обладатель парфюма будет ощущать на себе пряную и чуть сладковатую ваниль и амбру. Придай себе изысканности и неповторимости вместе с брендом Tom Ford. Прекрасный пол раскроет на себе сладостный и нежный оттенок парфюма, а джентльмены прочувствуют всю мощь и силу благородной древесины.
https://goldapple.ru/10063-26372100002-oud-wood	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/888066024082_1_ubiruxfgrwzgbwnq.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	TOM FORD oud wood	26372100002	19 600 ₽	 	Парфюмерная вода Tom Ford Oud Wood перенесет вас в пленительный и манящий восток. Смолисто-дымчатый аромат парфюмерной воды делает своего обладателя уверенным в себе и раскрепощённым. Верхнее благоухание парфюма включает в себя мотивы агара, палисандра и кардамона, чуть позже букет Oud Wood раскрывается в полной мере, и всплывают ноты сандалового дерева и коварного перца. Под конец обладатель парфюма будет ощущать на себе пряную и чуть сладковатую ваниль и амбру. Придай себе изысканности и неповторимости вместе с брендом Tom Ford. Прекрасный пол раскроет на себе сладостный и нежный оттенок парфюма, а джентльмены прочувствуют всю мощь и силу благородной древесины.
https://goldapple.ru/10063-26372100002-oud-wood#sku=26372100005	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/888066024082_1_ubiruxfgrwzgbwnq.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	TOM FORD oud wood	26372100005	26 500 ₽	 	Парфюмерная вода Tom Ford Oud Wood перенесет вас в пленительный и манящий восток. Смолисто-дымчатый аромат парфюмерной воды делает своего обладателя уверенным в себе и раскрепощённым. Верхнее благоухание парфюма включает в себя мотивы агара, палисандра и кардамона, чуть позже букет Oud Wood раскрывается в полной мере, и всплывают ноты сандалового дерева и коварного перца. Под конец обладатель парфюма будет ощущать на себе пряную и чуть сладковатую ваниль и амбру. Придай себе изысканности и неповторимости вместе с брендом Tom Ford. Прекрасный пол раскроет на себе сладостный и нежный оттенок парфюма, а джентльмены прочувствуют всю мощь и силу благородной древесины.
https://goldapple.ru/100025-19000010600-lys-solaberg#sku=19000010602	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3770014898807_1_0h6mzwfuew6svcn1.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	MAISON CRIVELLI lys solaberg	19000010602	11 400 ₽	 	Lys Solaberg вдохновлен туманами норвежских фьордов и неожиданным ароматом водяных лилий которые мы обнаружили во время ночной прогулки в горах. Дымные и перламутровые грани лилии контрастируют с влажностью амбры, придавая этой парфюмерной воде ощущение свободы.
https://goldapple.ru/100025-19000010600-lys-solaberg	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3770014898807_1_0h6mzwfuew6svcn1.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	MAISON CRIVELLI lys solaberg	19000010600	25 620 ₽	 	Lys Solaberg вдохновлен туманами норвежских фьордов и неожиданным ароматом водяных лилий которые мы обнаружили во время ночной прогулки в горах. Дымные и перламутровые грани лилии контрастируют с влажностью амбры, придавая этой парфюмерной воде ощущение свободы.
https://goldapple.ru/19000011256-booster-eau-du-jour	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810098_1.tif_mtzo9yzfxdvh06so.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	VERONIQUE GABAI booster eau du jour	19000011256	20 480 ₽	 	Eau du Jour – это ода радости и солнечному свету. Контрастный коктейль цитрусовых фруктов высочайшего качества и мягких древесных нот. Этот аромат подарит вам хорошее настроение на весь день, а также наполнит яркостью и оптимизмом любой аромат, с которым вы его смешаете. Верхние ноты: лимон, бергамот, мандарин. Ноты сердца: шалфей, мате. Базовые ноты: древесные ноты.
https://goldapple.ru/19000011257-cap-d-antibes	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810036_1.tif_udvenmvehnma1rwj.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	VERONIQUE GABAI cap d'antibes	19000011257	20 480 ₽	 	Аромат отпуска и пышной природы во все её красе. Свежесть бергамота, бальзамические оттенки алеппских сосен, кедровых деревьев, океанического бриза, воздушное звучание распустившихся цветов, аромат смолы, источаемой деревом. Cap d’Antibes – это приглашение исследовать сухие тенистые сады на Юге Франции. Верхние ноты: бергамот. Ноты сердца: цветы апельсина, жасмин. Базовые ноты: лабданум, ладан, кедр.
https://goldapple.ru/100025-19000010601-osmanthe-kodoshan#sku=19000010603	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3770014898289_1_asr7he4t5afu4kgu.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	MAISON CRIVELLI osmanthe kodoshan	19000010603	11 400 ₽	 	Osmanthe Kodoshan вдохновлен неожиданной находкой цветов османтуса в тропических горах окутанных туманом. Османтус раскрывает свою плотскую грань, которая контрастирует с зелеными и древесными нотами, составляя мистический и медитативный аккорд.
https://goldapple.ru/100025-19000010601-osmanthe-kodoshan	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3770014898289_1_asr7he4t5afu4kgu.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	MAISON CRIVELLI osmanthe kodoshan	19000010601	25 620 ₽	 	Osmanthe Kodoshan вдохновлен неожиданной находкой цветов османтуса в тропических горах окутанных туманом. Османтус раскрывает свою плотскую грань, которая контрастирует с зелеными и древесными нотами, составляя мистический и медитативный аккорд.
https://goldapple.ru/19000011255-booster-eau-de-la-nuit	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810104_1.tif_nuy7ojog41rjdd5z.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	VERONIQUE GABAI booster eau de la nuit	19000011255	20 480 ₽	 	Обольстительный аромат, сотканный из древесных, амбровых и мускусных оттенков, загадочный и вызывающий зависимость. Этот аромат медленно раскрывается и долго держится на коже, вызывая непрерывное желание вдыхать его все больше и больше. Он наполнит соблазнительной чувственностью любой аромат, с которым вы его смешаете. Верхние ноты: бергамот. Ноты сердца: древесные ноты, амбра. Базовые ноты: розовый перец, мускус.
https://goldapple.ru/19000011258-jasmin-de-minuit	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810050_1.tif_2n3t9iacaea7bffr.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	VERONIQUE GABAI jasmin de minuit	19000011258	20 480 ₽	 	Аромат цветущего жасмина ночью, когда солнце заходит, а воздух, наконец, становится деликатным и прохладным. Чистый искрящийся аромат жасмина, смягченный мягким ночным ветром и свежим океаническим воздухом. Ветивер и пачули усиливают звучание аромата, наполняя его чувственностью и соблазном. Верхние ноты: бергамот Ноты сердца: жасмин Базовые ноты: ветивер, пачули
https://goldapple.ru/19000011259-lumiere-d-iris	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810005_1.tif_rdongqjsevqyx27s.jpg	Главная/для мужчин/парфюмерия/нишевая парфюмерия	VERONIQUE GABAI lumiere d'iris	19000011259	20 480 ₽	 	Безупречный шик в солнечных лучах Лазурного берега. Аромат строится на контрасте цветочных и древесных нот, женского и мужского начала, образует идеальный баланс, сочетая взрыв света, сияние и тайну. Верхние ноты: бергамот, мандарин. Ноты сердца: ирис, роза, нероли. Базовые ноты: кедр, мох, амбра.
https://goldapple.ru/19000011260-mimosa-in-the-air	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810012_1.tif_qaiwuaksfqssa04b.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	VERONIQUE GABAI mimosa in the air	19000011260	20 480 ₽	 	Февраль… И внезапно зима уступает дорогу первым весенним дням… Тысячи миниатюрных желтых облаков радости раскрываются на ветках, наполняя небо предвкушением долгих солнечных теплых дней... Аромат мимозы витает в воздухе, а ветивер подчеркивает его хрупкую чувственность. Верхние ноты: бергамот. Ноты сердца: мимоза. Базовые ноты: ветивер, кедр.
https://goldapple.ru/19000011261-noire-de-mai	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810043_1.tif_yewgsk5o22oqv0qc.jpg	Главная/для мужчин/парфюмерия/нишевая парфюмерия	VERONIQUE GABAI noire de mai	19000011261	20 480 ₽	 	Роза, только черная! Вначале ее аромат открывается свежими каплями росы на рассвете. В полдень она цветет, наполненная красками, согретая солнечными лучами, почти опьяняя своим ароматом, если бы не легкий ветер, который немного освежает ее пылкий темперамент. Но дальше больше... Аромат этой розы начинает играть темными таинственными гранями – это приглашение к запретной страсти, наполненной оттенками дерева, мха и амбры. Прекрасная роза - гордая и грешная. Верхние ноты: бергамот, мандарин. Ноты сердца: роза Центифолия, роза Дамасская. Базовые ноты: розовый перец, пачули, амбра.
https://goldapple.ru/19000011264-sur-la-plage	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810067_1.tif_wal7kml5ddpdmpqk.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	VERONIQUE GABAI sur la plage	19000011264	20 480 ₽	 	Аромат обнаженной кожи, согретой солнцем, омытой соленой морской волной и обласканной мягким морским бризом, который несет в себе ароматы цветов апельсина, магнолии, жасмина… Ароматная атмосфера солнечного пляжа, ода безмятежной чувственности, погружение в абсолютное удовольствие. Аромат божественно чист в одиночестве, но грешен в любви. Верхние ноты: цветы апельсина, магнолия Ноты сердца: жасмин, тубероза Базовые ноты: розовый перец, кедр
https://goldapple.ru/19000011216-concorde	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/7/8719874953122_1_i4pan4vezjxntkkc.jpg	Главная/парфюмерия/нишевая парфюмерия/мужская парфюмерия	SALLE PRIVEE concorde	19000011216	18 500 ₽	 	Аромат путешествий и постоянного движения вперед. Ода первому и единственному в мире сверхзвуковому пассажирскому самолету. Конкорд совершил свой первый полет в 1969 году, его техническое совершенство многократно превосходило технологии того времени. Пассажирами Конкорда были звезды кино, члены королевских семей, главы государств, поэтому этот самолет стал настоящим символом роскошного образа жизни. Дань исчезающей элегантности путешествий. Насыщенный яркий аромат, который кружит окружающим головы.
https://goldapple.ru/19000011217-kham-sin	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/7/8719638080750_1_k8m42u5ufpoy9wx2.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	SALLE PRIVEE kham-sin	19000011217	18 500 ₽	 	Аромат приключений и авантюризма. Хамсин – это сухая горячая песчаная буря, которая бушует в египетской пустыне 50 дней в году. А также Хамсин - это название известной винтажной модели Maserati, созданной Марчелло Гандини в Бертоне.
https://goldapple.ru/19000011263-souvenirs-de-tunisie	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810074_1.tif_2mj1ogmz6eeu9cbk.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	VERONIQUE GABAI souvenirs de tunisie	19000011263	20 480 ₽	 	Чувственные белые цветы в объятиях свежести. Лепестки цветов апельсина плавают в прохладной воде, их аромат сочетается с сочной свежестью бергамота и соблазнительными оттенками нероли. Великолепный микс сандалового и апельсинового деревьев соединяется с деликатными сладостными оттенками миндаля. Композиция напоминает аромат свежей французской выпечки, доносящийся с противоположного берега Средиземного моря. Верхние ноты: цветы апельсина, нероли. Ноты сердца: давана, медовые соты, миндаль. Базовые ноты: сандаловое дерево, ваниль.
https://goldapple.ru/19000011265-vert-desir	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810029_1.tif_padfci2o140smihl.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	VERONIQUE GABAI vert desir	19000011265	20 480 ₽	 	Вы нежно растираете свежие зеленые листья в своих руках… И ощущаете чистую абсолютную энергию на своих пальцах. Всплеск чистой свежести, напитанной ароматами трав, мяты, абсента с контрастными темными сексуальными древесными оттенкам. Ароматное пробуждение чувств. Вспышка желания, жажда единения человека с природой… Верхние ноты: лимон. Ноты сердца: мята, абсент. Базовые ноты: кедр.
https://goldapple.ru/19000011262-sexy-garrigue	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/1/810012810081_1.tif_3b4rmv2f1szlrpgk.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	VERONIQUE GABAI sexy garrigue	19000011262	20 480 ₽	 	Наступает ночь, и с ее приходом пробуждается жажда объятий, нежного шепота и ласк… кожа к коже. Это желание усиливается чувственной волной тепла, источаемой средиземноморским лесом. Мы называем его Гарига – это густые средиземноморские заросли, раскинувшиеся за домами. Воздух в этом лесу наполнен благородными и гипнотическими ароматами лабданума, алеппской сосны, пачули, ароматических растений, золотой смолы и чувственной амбры. Верхние ноты: мандарин. Ноты сердца: пачули, ветивер, медовые соты. Базовые ноты: ваниль, амбра, лабданум.
